1,6 - 芳 基 嘌 呤 衍 生 物 的 合 成,"本 文 以 6 - 氯 嘌 呤 为 原 料 , 经 过 9 位 烷 基 化 反 应 得 到 9 - 取 代 - 6 - 氯 嘌 呤 , 进 一 步 利 用 芳 胺 类 化 合 物 取 代 嘌 呤 6 位 氯 原 子 , 成 功 探 索 出 一 条 简 洁 、 高 效 合 成 6 - 芳 基 嘌 呤 衍 生 物 的 路 线 , 并 利 用 该 方 法 制 备 了 1 1 个 6 - 芳 基 嘌 呤 衍 生 物 , 表 明 该 路 线 具 有 良 好 的 官 能 团 耐 受 性 , 所 得 关 键 中 间 体 和 产 物 结 构 经 1 、 1 3 及 确 证 。"
0,朔 黄 铁 路 机 车 调 度 系 统 设 计,"朔 黄 铁 路 是 国 家 能 源 集 团 连 通 煤 源 单 位 至 港 口 的 重 要 的 煤 运 重 载 铁 路 , 运 量 大 运 距 长 。"
1,一 种 二 维 高 分 辨 成 像 声 纳 的 系 统 设 计,"论 文 针 对 利 用 二 维 成 像 声 纳 来 解 决 水 下 目 标 测 量 的 问 题 给 出 了 解 决 方 案 , 设 计 了 测 量 系 统 , 同 时 进 行 了 成 像 声 纳 的 实 验 验 证 , 结 果 表 明 方 案 设 计 合 理 , 成 像 效 果 良 好 。"
0,朔 黄 铁 路 机 车 调 度 系 统 设 计,"作 为 动 力 保 障 , 机 车 调 度 对 朔 黄 铁 路 的 运 输 效 益 和 安 全 至 关 重 要 。"
1,一 种 双 驱 联 动 数 控 钻 床 系 统 设 计,"本 文 设 计 了 一 种 带 有 简 单 数 控 功 能 的 , 可 由 用 户 自 主 选 择 、 设 定 钻 头 转 速 和 进 给 速 度 , 自 动 加 工 模 式 的 数 控 钻 床 。"
0,朔 黄 铁 路 机 车 调 度 系 统 设 计,"现 有 的 机 车 调 度 系 统 存 在 着 系 统 设 备 繁 多 、 功 能 不 全 面 、 信 息 不 共 享 等 问 题 , 从 而 影 响 运 输 组 织 作 业 。"
1,一 种 土 壤 排 放 气 体 采 集 系 统 设 计,"从 农 田 、 草 地 、 森 林 等 土 壤 排 放 气 体 的 研 究 实 际 出 发 , 为 便 捷 、 准 确 地 得 到 土 壤 排 放 气 体 信 息 , 设 计 了 一 种 土 壤 排 放 气 体 采 集 系 统 。"
0,朔 黄 铁 路 机 车 调 度 系 统 设 计,机 车 调 度 系 统 是 针 对 朔 黄 铁 路 机 务 特 点 定 制 研 发 的 一 个 机 车 调 度 信 息 平 台 。
1,一 种 基 于 深 度 学 习 的 双 随 机 相 位 - 振 幅 加 密 图 像 重 建 方 法,"针 对 基 于 双 随 机 相 位 振 幅 编 码 技 术 的 加 密 系 统 , 提 出 了 一 种 基 于 网 络 的 已 知 明 文 攻 击 算 法 。"
0,浅 谈 蛋 白 免 疫 印 迹 操 作 相 关 问 题 及 应 对 举 措,蛋 白 免 疫 印 迹 作 为 蛋 白 的 分 离 、 检 验 、 识 别 技 术 是 生 物 化 学 和 分 子 生 物 学 中 使 用 频 率 高 、 结 果 稳 定 可 靠 的 一 种 实 验 方 法 。
1,中 国 装 备 制 造 业 服 务 化 水 平 测 度 — — 基 于 价 值 流 动 视 角,"结 果 表 明 , 2 0 0 2 — 2 0 1 8 年 间 , 中 国 装 备 制 造 业 投 入 服 务 化 水 平 整 体 高 于 产 出 服 务 化 水 平 , 装 备 制 造 业 投 入 服 务 化 水 平 整 体 上 呈 轻 微 上 升 趋 势 , 装 备 制 造 业 产 出 服 务 化 水 平 自 2 0 1 2 年 以 后 呈 现 上 升 发 展 趋 势 。"
0,浅 谈 蛋 白 免 疫 印 迹 操 作 相 关 问 题 及 应 对 举 措,作 为 一 种 经 典 的 检 测 方 法 ， 因 为 物 美 价 廉 而 颇 受 科 研 工 作 的 重 视 。 但 是 ， 如 在 实 验 过 程 中 操 作 不 规 范 ， 或 对 误 差 不 能 掌 控 都 将 影 响 实 验 结 果 。
1,云 南 某 特 色 产 业 园 区 周 边 土 壤 中 多 环 芳 烃 的 源 分 析 与 健 康 风 险 评 价,"通 过 健 康 风 险 评 价 方 法 对 土 壤 中 的 致 癌 风 险 和 非 致 癌 风 险 分 析 表 明 : 云 南 某 特 色 产 业 园 区 土 壤 中 不 会 对 周 边 居 民 造 成 非 致 癌 风 险 ; 土 壤 中 均 会 对 儿 童 造 成 致 癌 风 险 , 部 分 采 样 点 也 会 对 成 人 造 成 一 定 的 致 癌 风 险 。"
0,深 度 学 习 在 南 川 页 岩 气 含 气 量 预 测 中 的 应 用,"含 气 量 是 评 价 页 岩 气 能 否 富 集 高 产 的 主 要 参 数 之 一 , 含 气 量 越 高 越 有 利 于 页 岩 气 井 获 得 高 产 。"
1,南 沙 区 蕉 门 水 道 总 磷 污 染 现 状 分 析 及 防 治 措 施 建 议,"对 蕉 门 水 道 蕉 门 断 面 水 质 历 史 及 现 状 进 行 了 分 析 , 确 定 了 总 磷 污 染 来 源 , 并 提 出 相 关 措 施 建 议 , 为 蕉 门 水 道 的 总 磷 污 染 防 控 提 供 技 术 支 撑 和 决 策 依 据 。"
0,深 度 学 习 在 南 川 页 岩 气 含 气 量 预 测 中 的 应 用,"传 统 含 气 量 地 震 预 测 方 法 基 于 单 属 性 、 多 属 性 的 线 性 拟 合 或 简 单 的 神 经 网 络 , 精 度 较 低 。"
1,博 物 馆 儿 童 情 境 互 动 体 验 设 计 研 究,"在 此 基 础 上 , 分 析 并 归 纳 出 博 物 馆 儿 童 情 境 互 动 体 验 周 期 的 四 个 阶 段 : 接 触 、 成 就 、 反 思 和 拓 展 , 进 而 提 出 将 儿 童 参 观 群 体 分 为 社 交 互 动 型 、 探 究 学 习 型 、 兴 趣 培 养 型 和 文 化 感 受 型 四 种 不 同 体 验 需 求 和 偏 好 , 并 提 出 相 应 设 计 策 略 。"
0,深 水 钻 井 钻 遇 水 合 物 地 层 井 壁 稳 定 性 研 究,"深 水 浅 部 地 层 钻 井 过 程 中 易 钻 遇 天 然 气 水 合 物 , 由 于 其 易 分 解 的 特 性 , 使 得 水 合 物 层 在 钻 井 过 程 中 极 易 出 现 井 壁 失 稳 。"
1,基 于 3 打 印 模 型 试 验 的 含 结 构 面 异 形 隧 洞 的 变 形 破 坏 研 究,结 果 表 明 ， 3 打 印 路 径 对 隧 洞 模 型 破 坏 模 式 的 影 响 较 小 ， 采 用 3 打 印 增 减 材 方 法 制 备 结 构 面 起 控 制 作 用 的 隧 洞 模 型 具 有 有 效 性 及 可 行 性 ； 含 软 弱 填 充 物 的 非 贯 通 结 构 面 导 致 围 岩 应 力 向 两 侧 岩 柱 卸 荷 ， 客 观 上 保 护 了 洞 室 ， 提 高 了 隧 洞 的 安 全 性 ； 当 结 构 面 尖 端 距 隧 洞 较 远 时 ， 模 型 表 现 为 贯 通 裂 纹 造 成 的 岩 柱 失 稳 破 坏 ， 当 结 构 面 尖 端 位 于 隧 洞 附 近 时 ， 模 型 表 现 为 洞 顶 块 体 分 离 破 坏 ； 隧 洞 交 叉 段 扩 挖 后 形 成 的 异 形 隧 洞 与 常 规 隧 洞 的 破 坏 机 制 不 同 ， 其 拱 结 构 效 应 明 显 减 弱 。
